folder,file,sequence,domain,kingdom,phylum,class,order,family
1031538,GCF_008630635.1_ASM863063v1_genomic.fna,NZ_CP043869.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas
1032623,GCF_009684715.1_ASM968471v1_genomic.fna,NZ_CP016604.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter
1033854,GCF_000021985.1_ASM2198v1_genomic.fna,NC_011901.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio
2849779,GCF_019048865.1_ASM1904886v1_genomic.fna,NZ_CP077604.1,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans
467094,GCF_000348785.1_ASM34878v1_genomic.fna,NC_020520.1,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter
104,GCF_000222485.1_ASM22248v1_genomic.fna,NC_015914.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium
1048758,GCF_000364725.1_ASM36472v1_genomic.fna,NC_021057.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Moranella
1049,GCF_000025485.1_ASM2548v1_genomic.fna,NC_013851.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
104955,GCF_008876665.1_ASM887666v1_genomic.fna,NZ_CP044534.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
1050,GCF_009664085.1_ASM966408v1_genomic.fna,NZ_CP039268.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium
1232575,GCF_003966655.1_ASM396665v1_genomic.fna,NZ_AP018795.1,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus
1053,GCF_000015585.1_ASM1558v1_genomic.fna,NC_008789.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira
1055104,GCF_020217465.1_ASM2021746v1_genomic.fna,NZ_CP084115.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia
1061,GCF_000021865.1_ASM2186v1_genomic.fna,NC_014034.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter
1063,GCF_000021005.1_ASM2100v1_genomic.fna,NC_011963.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter
106,GCF_000218895.1_ASM21889v1_genomic.fna,NC_015703.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Runella
106592,GCF_000697965.2_ASM69796v2_genomic.fna,NZ_CP015880.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group
1069,GCF_000166055.1_ASM16605v1_genomic.fna,NC_014664.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium
467976,GCF_028532485.1_ASM2853248v1_genomic.fna,NZ_CP116942.1,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia
1075,GCF_003071405.1_ASM307140v1_genomic.fna,NZ_CP020470.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Fuscovulum
1076,GCF_016584445.1_ASM1658444v1_genomic.fna,NZ_CP066699.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas
53635,GCF_000023265.1_ASM2326v1_genomic.fna,NC_013124.1,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium
1070130,GCF_900048035.1_GEFVIR_genomic.fna,NZ_LN999832.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Gullanella
1074467,GCF_000831645.3_ASM83164v3_genomic.fna,NZ_CP012559.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus
1079,GCF_001402875.1_ASM140287v1_genomic.fna,NZ_CP012946.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris
1084,GCF_000284415.1_ASM28441v2_genomic.fna,NC_017059.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum
100225,GCF_003391095.1_ASM339109v1_genomic.fna,NZ_CP031447.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Austwickia
1076588,GCF_000828615.1_ASM82861v1_genomic.fna,NZ_AP012273.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus
1076626,GCF_020541225.1_ASM2054122v1_genomic.fna,NZ_CP045889.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Steffania,,
107709,GCF_000019965.1_ASM1996v1_genomic.fna,NC_010571.1,Bacteria,Verrucomicrobiota,Opitutae,Opitutales,Opitutaceae,Opitutus
1112,GCF_001663175.1_ASM166317v1_genomic.fna,NZ_CP016033.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter/Porphyrobacter group
1081631,GCF_019923565.1_ASM1992356v1_genomic.fna,NZ_CP074435.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Schneideria
1082704,GCF_003515985.1_ASM351598v1_genomic.fna,NZ_CP023009.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Lonsdalea
111831,GCF_014672695.1_ASM1467269v1_genomic.fna,NZ_CP053923.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus
1085624,GCF_001308105.1_ASM130810v1_genomic.fna,NZ_CP012851.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Persicobacteraceae,Persicobacter
109266,GCF_002367975.1_ASM236797v1_genomic.fna,NZ_AP018174.1,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaenopsis
109472,GCF_013377195.1_ASM1337719v1_genomic.fna,NZ_CP016605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bisgaardia
1096,GCF_000015125.1_ASM1512v1_genomic.fna,NC_008639.1,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group
1097,GCF_000006985.1_ASM698v1_genomic.fna,NC_002932.3,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum
1100,GCF_000012485.1_ASM1248v1_genomic.fna,NC_007512.1,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group
1102,GCF_000020625.1_ASM2062v1_genomic.fna,NC_011059.1,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Prosthecochloris
103731,GCF_000328705.1_ASM32870v1_genomic.fna,NC_019673.1,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
1108,GCF_000018865.1_ASM1886v1_genomic.fna,NC_010175.1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexineae,Chloroflexaceae
1124597,GCF_000014865.1_ASM1486v1_genomic.fna,NC_008576.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus
1109412,GCF_002291445.1_ASM229144v1_genomic.fna,NZ_CP014137.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria
103816,GCF_000511305.1_ASM51130v1_genomic.fna,NC_023150.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus
1125847,GCF_000967425.1_ASM96742v1_genomic.fna,NZ_FO082820.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group
111501,GCF_000224085.1_ASM22408v1_genomic.fna,NC_015945.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda
1115758,GCF_900015215.1_CRIB_assembly_V1_genomic.fna,NZ_LN555523.1,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia
1118202,GCF_014961145.1_ASM1496114v1_genomic.fna,NZ_CP063145.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cruoricaptor
117207,GCF_000013985.1_ASM1398v1_genomic.fna,NC_008048.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
1123043,GCF_018398935.1_ASM1839893v1_genomic.fna,NZ_CP074694.1,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,
1177712,GCF_000182745.2_ASM18274v1_genomic.fna,NC_016027.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter
1183401,GCF_000442985.1_AtP4V1.0_genomic.fna,NZ_CM002258.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group
1125966,GCF_018326425.1_ASM1832642v1_genomic.fna,NZ_AP024601.1,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Polycladomyces
1126,GCF_000010625.1_ASM1062v1_genomic.fna,NC_010296.1,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Chroococcales,Microcystaceae
1131703,GCF_000190435.1_ASM19043v1_genomic.fna,NC_015152.1,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta
106370,GCF_000013345.1_ASM1334v1_genomic.fna,NC_007777.1,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia
1134405,GCF_000279145.1_ASM27914v1_genomic.fna,NC_018178.1,Bacteria,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter
1208324,GCF_000819565.1_ASM81956v1_genomic.fna,NZ_CP004393.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter
1137095,GCF_002368235.1_ASM236823v1_genomic.fna,NZ_AP018194.1,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema
1138822,GCF_000785105.2_ASM78510v2_genomic.fna,NZ_CP018906.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus
114186,GCF_000287275.1_ASM28727v1_genomic.fna,NC_018416.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Zymobacter group
121719,GCF_001484065.1_ASM148406v1_genomic.fna,NZ_CP013068.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pannonibacter
1145276,GCF_000600105.1_ASM60010v1_genomic.fna,NZ_CP006837.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus
1148,GCF_000009725.1_ASM972v1_genomic.fna,NC_000911.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis
1155739,GCF_001767235.1_ASM176723v1_genomic.fna,NZ_CP017599.1,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae
1069220,GCF_010731835.1_ASM1073183v1_genomic.fna,NZ_AP022594.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacillus
1160,GCF_904830935.1_P._agardhii_No.976_genomic.fna,NZ_LR882952.1,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae
1217908,GCF_000155675.2_ASM15567v2_genomic.fna,NC_020911.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter
116090,GCF_010669085.1_ASM1066908v1_genomic.fna,NZ_CP048617.1,Bacteria,Bacillota,Tissierellia,Tissierellales,Thermohalobacteraceae,Caloranaerobacter
1076124,GCF_011764545.1_ASM1176454v1_genomic.fna,NZ_AP022870.1,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,
1164,GCF_000196515.1_ASM19651v1_genomic.fna,NC_014248.1,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus
1165,GCF_000317695.1_ASM31769v1_genomic.fna,NC_019771.1,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena
1165090,GCF_028743515.1_ASM2874351v1_genomic.fna,NZ_CP117969.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella
1166950,GCF_002813775.1_ASM281377v1_genomic.fna,NZ_CP020370.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon
1170699,GCF_013391805.1_ASM1339180v1_genomic.fna,NZ_CP058364.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Galbibacter
110539,GCF_000015305.1_ASM1530v1_genomic.fna,NC_008726.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
1225128,GCF_023243115.1_ASM2324311v1_genomic.fna,NZ_CP085081.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Sediminicoccus
1173025,GCF_000317045.1_ASM31704v1_genomic.fna,NC_019703.1,Bacteria,Cyanobacteriota,Cyanophyceae,Geitlerinematales,Geitlerinemataceae,Geitlerinema
1173026,GCF_000317555.1_ASM31755v1_genomic.fna,NC_019745.1,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Chroococcales,Chroococcaceae
1173032,GCF_000317145.1_ASM31714v1_genomic.fna,NC_019697.1,Bacteria,Cyanobacteriota,Cyanophyceae,Gomontiellales,Chamaesiphonaceae,Chamaesiphon
1229164,GCF_024721605.1_ASM2472160v1_genomic.fna,NZ_CP102630.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
1235591,GCF_002119765.1_ASM211976v1_genomic.fna,NZ_CP021112.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pseudorhodoplanes,
111015,GCF_001553565.1_ASM155356v1_genomic.fna,NZ_CP014228.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
118000,GCF_000025725.1_ASM2572v1_genomic.fna,NC_013943.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Geovibrionaceae,Denitrovibrio
118163,GCF_000317025.1_ASM31702v1_genomic.fna,NC_019689.1,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,Hyellaceae,Pleurocapsa
118323,GCF_000317105.1_ASM31710v1_genomic.fna,NC_019693.1,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae
1250539,GCF_001975705.1_ASM197570v1_genomic.fna,NZ_CP015093.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Salipiger
1184,GCF_002142475.1_ASM214247v1_genomic.fna,NZ_AP014638.1,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya group
1184387,GCF_000147715.2_ASM14771v3_genomic.fna,NC_017934.1,Bacteria,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
1185412,GCF_018141425.1_ASM1814142v1_genomic.fna,NZ_CP058561.1,Bacteria,Bacillota,Clostridia,Lachnospirales,Vallitaleaceae,Vallitalea
118562,GCF_000210375.1_ASM21037v1_genomic.fna,NC_016640.1,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae
1188228,GCF_001870225.1_ASM187022v1_genomic.fna,NZ_CP017675.1,Bacteria,Cyanobacteriota,Cyanophyceae,Gloeomargaritales,Gloeomargaritaceae,Gloeomargarita
1263979,GCF_000319385.1_ASM31938v1_genomic.fna,NC_019566.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Endolissoclinum
119,GCF_000165715.2_ASM16571v3_genomic.fna,NC_015174.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera
1193095,GCF_000829395.1_ASM82939v1_genomic.fna,NZ_AP014680.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus
1193713,GCF_003999735.1_ASM399973v1_genomic.fna,NZ_CP022572.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus
119484,GCF_000014965.1_ASM1496v1_genomic.fna,NC_008554.1,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
1267766,GCF_001008165.2_ASM100816v2_genomic.fna,NZ_CP011452.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceibacterium
1196095,GCF_000599985.1_ASM59998v1_genomic.fna,NZ_CP007445.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella
1197717,GCF_001701045.1_ASM170104v1_genomic.fna,NZ_CP016757.1,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
119864,GCF_000192865.1_ASM19286v1_genomic.fna,NC_015276.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
120,GCF_000092105.1_ASM9210v1_genomic.fna,NC_014148.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus
1267768,GCF_001981245.1_ASM198124v1_genomic.fna,NZ_CP019124.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Brevirhabdus
1209493,GCF_002075285.3_ASM207528v3_genomic.fna,NZ_CP021983.2,Bacteria,Cyanobacteriota,Cyanophyceae,Nodosilineales,Nodosilineaceae,Halomicronema
120962,GCF_000017805.1_ASM1780v1_genomic.fna,NC_009767.1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexineae,Roseiflexaceae
1210884,GCF_901538265.1_ASM90153826v1_genomic.fna,NZ_LR593886.1,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Gemmata
1288970,GCF_000968135.1_ASM96813v1_genomic.fna,NZ_FO538765.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Magnetospira
1293412,GCF_006542355.1_ASM654235v1_genomic.fna,NZ_CP038141.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swingsia
1218801,GCF_009901525.1_ASM990152v1_genomic.fna,NZ_CP019288.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia
1219,GCF_000015665.1_ASM1566v1_genomic.fna,NC_008817.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus
1221500,GCF_001629705.1_ASM162970v2_genomic.fna,NZ_CP015378.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Fictibacillus
1333996,GCF_002355335.1_ASM235533v1_genomic.fna,NZ_AP014946.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Variibacter
1335043,GCF_016801025.1_ASM1680102v1_genomic.fna,NZ_CP068983.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Paradevosia
1229,GCF_000012805.1_ASM1280v1_genomic.fna,NC_007484.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus
1335048,GCF_001620265.1_ASM162026v1_genomic.fna,NZ_CP012661.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Frigidibacter
1230341,GCF_001685435.2_ASM168543v3_genomic.fna,NZ_CP011361.2,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Salimicrobium
133924,GCF_000511355.1_ASM51135v1_genomic.fna,NC_023135.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera
1348774,GCF_001028705.1_ASM102870v1_genomic.fna,NZ_CP011770.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus
1384459,GCF_000828475.1_ASM82847v1_genomic.fna,NZ_AP014648.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter
1238,GCF_009708955.1_ASM970895v1_genomic.fna,NZ_CP039032.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia
123824,GCF_011455495.1_ASM1145549v1_genomic.fna,NZ_CP015029.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Frederiksenia
1241979,GCF_003860585.1_ASM386058v1_genomic.fna,NZ_CP034159.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium group
1249552,GCF_001444425.1_ASM144442v1_genomic.fna,NZ_CP013189.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella
1249553,GCF_002237535.1_ASM223753v1_genomic.fna,NZ_CP022530.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanes
125,GCF_000025185.1_ASM2518v1_genomic.fna,NC_013720.1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula
1402135,GCF_013347125.1_ASM1334712v1_genomic.fna,NZ_CP054599.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudosulfitobacter
1255,GCF_000014505.1_ASM1450v1_genomic.fna,NC_008525.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
1259973,GCF_006711645.1_ASM671164v1_genomic.fna,NZ_CP041247.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group
1260,GCF_000010185.1_ASM1018v1_genomic.fna,NC_010376.1,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia
1404864,GCF_000284275.1_ASM28427v1_genomic.fna,NC_017082.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium
1264,GCF_000179635.2_ASM17963v2_genomic.fna,NC_014833.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus
1267021,GCF_000807275.1_ASM80727v1_genomic.fna,NZ_CP009056.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Frischella
1411902,GCF_002504165.1_ASM250416v1_genomic.fna,NZ_CP021404.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pacificitalea
1434191,GCF_004000605.1_ASM400060v1_genomic.fna,NZ_CP018911.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Glycocaulis
1133546,GCF_009429125.1_ASM942912v1_genomic.fna,NZ_CP045529.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Luteimicrobium,
1159327,GCF_002950575.1_ASM295057v1_genomic.fna,NZ_CP026923.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Pontimonas
1162966,GCF_030296595.1_ASM3029659v1_genomic.fna,NZ_AP027731.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Naasia
1278232,GCF_016767175.1_ASM1676717v1_genomic.fna,NZ_CP068564.1,Bacteria,Bacillota,Tissierellia,Tissierellales,Tepidimicrobiaceae,Keratinibaculum
128,GCF_000186345.1_ASM18634v1_genomic.fna,NC_014962.1,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Isosphaera
1280,GCF_000013425.1_ASM1342v1_genomic.fna,NC_007795.1,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
117157,GCF_900104745.1_IMG-taxon_2636416006_annotated_assembly_genomic.fna,NZ_LT629732.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha
1437009,GCF_019797865.1_ASM1979786v1_genomic.fna,NZ_CP081869.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Chenggangzhangella
1447062,GCF_008000755.1_ASM800075v1_genomic.fna,NZ_CP041690.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Youhaiella
1295382,GCF_019669985.1_ASM1966998v1_genomic.fna,NZ_AP019782.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylogaea
1295392,GCF_000940995.1_ASM94099v1_genomic.fna,NZ_CP005973.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
1295609,GCF_000215975.1_ASM21597v1_genomic.fna,NC_015682.1,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium
